Term,Course,Title,Section,CRN,Days,Times,Location,Status,Max,Now,Instructor,Delivery Mode,Credits,Info,Comments
202590,CE320,FLUID MECHANICS,101,90858,T,6:00 PM - 10:05 PM,CKB 215,Closed,35,34,"Olenik, Thomas",Face-to-Face,3,Book,
202590,CE320,FLUID MECHANICS,HM1,90859,T,6:00 PM - 10:05 PM,CKB 215,Open,5,0,"Olenik, Thomas",Face-to-Face,3,Book,Honors Course
202590,CE320A,HYDRAULICS LABORATORY,001,90860,R,1:00 PM - 3:50 PM,COLT 311,Open,20,19,"Borgaonkar, Ashish",Face-to-Face,1,Book,
202590,CE320A,HYDRAULICS LABORATORY,101,90861,W,6:00 PM - 8:50 PM,COLT 311,Closed,24,24,"Wiszowaty, Piotr",Face-to-Face,1,Book,
202590,CE320A,HYDRAULICS LABORATORY,105,90863,M,6:00 PM - 8:50 PM,COLT 311,Closed,24,24,"Shiels, Brian",Face-to-Face,1,Book,
202590,CE321,WATER RESOURCES ENGR,001,90864,TR,2:30 PM - 3:50 PM,COLT 416,Closed,30,30,"Olenik, Thomas",Hybrid,2,Book,"Hybrid Course
See syllabus for F2F meeting information."
202590,CE321,WATER RESOURCES ENGR,101,90865,T,6:00 PM - 8:50 PM,GITC 1400,Closed,30,30,"Ding, Yuan",Hybrid,2,Book,"Hybrid Course
See syllabus for F2F meeting information."
202590,CE322,HYDRAULIC ENGINEERING,001,90866,TR,11:30 AM - 12:50 PM,KUPF 208,Open,20,6,"Pennock, William",Face-to-Face,3,Book,
202590,CE332,STRUCTURAL ANALYSIS,101,90868,R,6:00 PM - 8:50 PM,KUPF 203,Open,35,29,"Saadeghvaziri, Mohamad",Face-to-Face,3,Book,
202590,CE332,STRUCTURAL ANALYSIS,001,90867,MW,1:00 PM - 2:20 PM,TIER 111,Closed,35,35,"Saigal, Sunil",Face-to-Face,3,Book,
202590,CE333,REINFORCED CONCRETE DESIGN,101,96668,F,6:00 PM - 8:50 PM,CKB 219,Open,30,11,"Castro, Eduardo",Face-to-Face,2,Book,
202590,CE333,REINFORCED CONCRETE DESIGN,001,90869,TR,1:00 PM - 2:20 PM,KUPF 107,Closed,25,25,"Castro, Eduardo",Face-to-Face,2,Book,
202590,CE341,GEOTECHNICAL ENGINEERING,101,90871,M,6:00 PM - 8:50 PM,KUPF 211,Closed,40,40,"Ciancia, Andrew",Face-to-Face,3,Book,
202590,CE341A,GEOTECHNICAL ENGINEERING LAB,003,90873,F,8:30 AM - 11:20 AM,COLT 314,Open,20,13,,Face-to-Face,1,Book,
202590,CE341A,GEOTECHNICAL ENGINEERING LAB,101,90874,F,6:00 PM - 8:50 PM,COLT 314,Open,20,7,,Face-to-Face,1,Book,
202590,CE341A,GEOTECHNICAL ENGINEERING LAB,001,90872,W,8:30 AM - 11:20 AM,COLT 314,Closed,20,20,,Face-to-Face,1,Book,
202590,CE342,GEOLOGY,001,90875,"W
W","10:00 AM - 11:20 AM
1:00 PM - 2:20 PM","COLT 416
COLT 416",Open,20,15,"Schuring, John",Face-to-Face,3,Book,
202590,CE342,GEOLOGY,003,90876,"W
W","10:00 AM - 11:20 AM
11:30 AM - 12:50 PM","COLT 416
COLT 416",Closed,20,20,"Schuring, John",Face-to-Face,3,Book,
202590,CE350,TRANSPORTATION ENGR,101,90878,R,6:00 PM - 8:50 PM,CULM 111,Open,30,27,"Besenski, Dejan",Face-to-Face,3,Book,
202590,CE350,TRANSPORTATION ENGR,103,90879,T,6:00 PM - 8:50 PM,CULM LECT 3,Closed,30,30,"Lee, Joyoung",Face-to-Face,3,Book,
202590,CE350,TRANSPORTATION ENGR,HM1,90880,R,6:00 PM - 8:50 PM,CULM 111,Open,5,2,"Besenski, Dejan",Face-to-Face,3,Book,Honors Course
202590,CE360,CIVIL ENGINEERING MATERIALS,003,96666,"T
R","11:30 AM - 12:50 PM
11:30 AM - 12:50 PM","FMH 407
FMH 106",Open,30,13,"Adams, Matthew",Face-to-Face,2,Book,
202590,CE360,CIVIL ENGINEERING MATERIALS,101,90881,W,6:00 PM - 8:50 PM,CULM LECT 2,Closed,30,30,"Korayem, Marwa",Face-to-Face,2,Book,
202590,CE414,ENGINEERED CONSTRUCTION,001,90884,F,2:30 PM - 5:20 PM,TIER 114,Closed,20,20,,Face-to-Face,3,Book,
202590,CE431,CONTRUCTION MATERIALS LAB,001,90885,R,11:30 AM - 2:20 PM,TIER 107,Closed,26,26,"Konon, Walter",Face-to-Face,1,Book,
202590,CE431,CONTRUCTION MATERIALS LAB,103,90887,F,6:00 PM - 8:50 PM,CKB 320,Closed,26,26,"Golon, Frank",Face-to-Face,1,Book,
202590,CE432,STEEL DESIGN,001,90888,TR,2:30 PM - 3:50 PM,CKB 220,Open,25,22,"Wecharatana, Methi",Face-to-Face,2,Book,
202590,CE432,STEEL DESIGN,101,90889,T,6:00 PM - 8:50 PM,KUPF 118,Closed,35,35,"Wecharatana, Methi",Face-to-Face,2,Book,
202590,CE443,FOUNDATION ENGINEERING DESIGN,101,90892,W,6:00 PM - 8:50 PM,CKB 120,Open,30,23,"Riegel, Matthew",Face-to-Face,3,Book,
202590,CE443,FOUNDATION ENGINEERING DESIGN,001,90891,MR,2:30 PM - 3:50 PM,FMH 310,Closed,30,30,"Ciancia, Andrew",Face-to-Face,3,Book,
202590,CE461,PROFESSIONAL PRACTICE IN CEE,101,90893,M,6:00 PM - 8:50 PM,CKB 223,Open,20,18,"Prasad, Avinash",Face-to-Face,3,Book,
202590,CE485,ST: BUILT ENVIRONMENT INFORMATION MODELING AND PROCESSING,001,90894,TF,10:00 AM - 11:20 AM,MALL PC39,Open,20,1,,Face-to-Face,3,Book,
202590,CE485,ST: CE LEADERSHIP OF PROJECT EXECUTION,103,96720,T,6:00 PM - 8:50 PM,FMH 108,Open,20,1,,Face-to-Face,3,Book,
202590,CE485,ST: MACHINE LEARNING AND DATA ANALYTICS FOR CIVIL ENGINEERING SYSTEMS,101,90896,T,6:00 PM - 8:50 PM,TIER 111,Open,20,2,"Hassane Assaad, Rayan",Face-to-Face,3,Book,
202590,CE485,ST: OSHA IN CIVIL ENGINEERING,003,90895,MW,11:30 AM - 12:50 PM,COLT 416,Closed,20,20,"Golon, Frank",Face-to-Face,3,Book,
202590,CE485,ST: URBAN TRANSPORTATION NETWORKS,H03,90897,T,6:00 PM - 8:50 PM,TIER 106,Open,20,1,"Bai, Yun",Face-to-Face,3,Book,Honors Course
202590,CE490,CIVIL ENGR PROJECTS,181,90898,,TBA,,Open,19,0,"Pennock, William",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,182,90899,,TBA,,Open,19,0,"Boufadel, Michel",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,187,90900,,TBA,,Open,19,0,"Kolawole, Oladoyin",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,191,90901,,TBA,,Open,19,0,"Hassane Assaad, Rayan",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,192,90902,,TBA,,Open,19,0,"Bandelt, Matthew",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,194,90903,,TBA,,Open,19,0,"Konon, Walter",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,196,90904,,TBA,,Open,19,0,"Meegoda, Jay",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,197,90905,,TBA,,Open,19,0,"Olenik, Thomas",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,198,90906,,TBA,,Open,19,0,"Zhang, Wen",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,200,90907,,TBA,,Open,19,0,"Saadeghvaziri, Mohamad",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,202,90908,,TBA,,Open,19,0,"Lee, Joyoung",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,203,90909,,TBA,,Open,19,0,"Dimitrijevic, Branislav",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,204,90910,,TBA,,Open,19,0,"Adams, Matthew",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,205,90911,,TBA,,Open,19,0,"Wecharatana, Methi",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,206,90912,,TBA,,Open,19,0,"Bai, Yun",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,210,90913,,TBA,,Open,19,0,"Axe, Lisa",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,211,90914,,TBA,,Open,19,0,"Marhaba, Taha",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,213,90915,,TBA,,Open,19,0,"Chien, I Jy",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,214,90916,,TBA,,Open,19,0,"Ding, Yuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,216,90917,,TBA,,Open,19,0,"Daniel, Janice",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,218,90918,,TBA,,Open,19,0,"Venkatesan, Arjun",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,219,90919,,TBA,,Open,19,0,"Karaa, Fadi",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,350,90920,,TBA,,Open,19,0,"Saigal, Sunil",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE490,CIVIL ENGR PROJECTS,882,90921,,TBA,,Open,19,0,"Spasovic, Lazar",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,181,90922,,TBA,,Open,19,0,"Pennock, William",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,182,90923,,TBA,,Open,19,0,"Boufadel, Michel",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,187,90924,,TBA,,Open,19,0,"Kolawole, Oladoyin",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,191,90925,,TBA,,Open,19,0,"Hassane Assaad, Rayan",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,192,90926,,TBA,,Open,19,0,"Bandelt, Matthew",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,194,90927,,TBA,,Open,19,0,"Konon, Walter",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,196,90928,,TBA,,Open,19,0,"Meegoda, Jay",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,197,90929,,TBA,,Open,19,0,"Olenik, Thomas",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,198,90930,,TBA,,Open,19,0,"Zhang, Wen",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,200,90931,,TBA,,Open,19,0,"Saadeghvaziri, Mohamad",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,202,90932,,TBA,,Open,19,0,"Lee, Joyoung",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,203,90933,,TBA,,Open,19,0,"Dimitrijevic, Branislav",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,204,90934,,TBA,,Open,19,0,"Adams, Matthew",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,205,90935,,TBA,,Open,19,0,"Wecharatana, Methi",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,206,90936,,TBA,,Open,19,0,"Bai, Yun",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,210,90937,,TBA,,Open,19,0,"Axe, Lisa",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,211,90938,,TBA,,Open,19,0,"Marhaba, Taha",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,213,90939,,TBA,,Open,19,0,"Chien, I Jy",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,214,90940,,TBA,,Open,19,0,"Ding, Yuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,216,90941,,TBA,,Open,19,0,"Daniel, Janice",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,218,90942,,TBA,,Open,19,0,"Venkatesan, Arjun",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,219,90943,,TBA,,Open,19,0,"Karaa, Fadi",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,350,90944,,TBA,,Open,19,0,"Saigal, Sunil",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE491,RESEARCH EXPER,882,90945,,TBA,,Open,19,0,"Spasovic, Lazar",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE494,CIVIL ENGR DESIGN I,105,90948,W,6:00 PM - 8:50 PM,CKB 215,Open,20,17,"Baladi, Joseph",Face-to-Face,3,Book,
202590,CE494,CIVIL ENGR DESIGN I,103,90947,M,6:00 PM - 8:50 PM,CKB 303,Closed,20,20,"Baladi, Joseph",Face-to-Face,3,Book,
202590,CE494,CIVIL ENGR DESIGN I,HM1,90949,W,6:00 PM - 8:50 PM,CKB 215,Open,5,0,"Baladi, Joseph",Face-to-Face,3,Book,Honors Course
202590,CE495,CIVIL ENGR DESIGN II,001,90950,MR,11:30 AM - 12:50 PM,KUPF 211,Open,20,4,"Ciancia, Andrew",Face-to-Face,3,Book,GEOTECHNICAL FOCUSED
202590,CE495,CIVIL ENGR DESIGN II,HM1,90952,F,6:00 PM - 8:50 PM,KUPF 208,Open,5,2,"Shim, Simon",Face-to-Face,3,Book,
202590,CE495,CIVIL ENGR DESIGN II,101,90951,F,6:00 PM - 8:50 PM,KUPF 208,Closed,20,20,"Shim, Simon",Face-to-Face,3,Book,STRUCTURAL FOCUSED
202590,CE590,GRAD COOP WORK EXPERIENCE I,194,90953,,TBA,,Open,19,0,"Konon, Walter",Face-to-Face,1,Book,See department for permission to enroll.
202590,CE590,GRAD COOP WORK EXPERIENCE I,211,90954,,TBA,,Open,19,0,"Marhaba, Taha",Face-to-Face,1,Book,See department for permission to enroll.
202590,CE590,GRAD COOP WORK EXPERIENCE I,213,90955,,TBA,,Open,19,0,"Chien, I Jy",Face-to-Face,1,Book,See department for permission to enroll.
202590,CE591,GRAD COOP WORK EXPERIENCE II,194,90956,,TBA,,Open,19,0,"Konon, Walter",Face-to-Face,1,Book,See department for permission to enroll.
202590,CE591,GRAD COOP WORK EXPERIENCE II,211,90957,,TBA,,Open,19,0,"Marhaba, Taha",Face-to-Face,1,Book,See department for permission to enroll.
202590,CE591,GRAD COOP WORK EXPERIENCE II,213,90958,,TBA,,Open,19,0,"Chien, I Jy",Face-to-Face,1,Book,See department for permission to enroll.
202590,CE610,CONSTRUCTION MGT,101,90959,F,6:00 PM - 8:50 PM,CKB 222,Open,20,3,,Face-to-Face,3,Book,
202590,CE610,CONSTRUCTION MGT,851,90961,,TBA,,Open,20,14,"Roessner, Chrissa",Online Newark,3,Book,"Restricted to Newark Campus Students Only
Online Course"
202590,CE610,CONSTRUCTION MGT,853,96728,,TBA,,Open,20,0,,Online Virtual,3,Book,"Restricted to Virtual Campus Students Only
Online Course"
202590,CE611,PROJ PLANNING & CONTROL,851,90962,,TBA,,Open,20,19,"Hanna, Christopher",Online Virtual,3,Book,"Restricted to Virtual Campus Students Only
Online Course"
202590,CE612,APPLIED ML CIVIL ENGINEERING,101,96731,T,6:00 PM - 8:50 PM,TIER 111,Open,15,2,,,3,Book,
202590,CE614,UNDERGROUND CONSTRUCTION,851,90965,,TBA,,Open,20,11,"Slaughter, Alan",Online Virtual,3,Book,"Restricted to Virtual Campus Students Only
Online Course"
202590,CE615,INFRASTRUCTURE & FAC REM,851,90966,,TBA,,Open,20,14,"Venkiteela, Giri",Online Virtual,3,Book,"Restricted to Virtual Campus Students Only
Online Course"
202590,CE616,CONSTRUCTION COST ESTMT,851,90968,,TBA,,Open,20,13,"Venkiteela, Giri",Online Virtual,3,Book,"Restricted to Virtual Campus Students Only
Online Course"
202590,CE621,HYDROLOGY,101,90969,T,6:00 PM - 8:50 PM,CKB 314,Open,20,7,,Online Virtual,3,Book,Restricted to Virtual Campus Students Only
202590,CE631,ADV REINFRCD CONCRTE DSN,101,90970,R,6:00 PM - 8:50 PM,CKB 114,Open,20,7,"Bandelt, Matthew",Face-to-Face,3,Book,
202590,CE632,PRESTRESSED CONCRETE DSN,101,90971,F,6:00 PM - 8:50 PM,CKB 114,Open,20,0,"Navalurkar, Rajendra",Face-to-Face,3,Book,
202590,CE636,MECH & STABILITY OF STRUCTURES,851,90973,,TBA,,Open,20,7,"Taher, Rima",Online Virtual,3,Book,"Restricted to Virtual Campus Students Only
Online Course"
202590,CE642,FOUNDATION ENGINEERING,851,90974,,TBA,,Open,20,11,"Riegel, Matthew",Online Virtual,3,Book,"Restricted to Virtual Campus Students Only
Online Course"
202590,CE645,ROCK MECHANICS,103,96727,M,6:00 PM - 8:50 PM,COLT 416,Open,25,8,,Face-to-Face,3,Book,
202590,CE700B,MASTERS PROJECT,181,90977,,TBA,,Open,19,0,"Pennock, William",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,182,90978,,TBA,,Open,19,0,"Boufadel, Michel",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,187,90979,,TBA,,Open,19,0,"Kolawole, Oladoyin",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,191,90980,,TBA,,Open,19,0,"Hassane Assaad, Rayan",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,192,90981,,TBA,,Open,19,0,"Bandelt, Matthew",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,194,90982,,TBA,,Open,19,0,"Konon, Walter",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,196,90983,,TBA,,Open,19,0,"Meegoda, Jay",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,197,90984,,TBA,,Open,19,0,"Olenik, Thomas",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,198,90985,,TBA,,Open,19,0,"Zhang, Wen",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,199,90986,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,200,90987,,TBA,,Open,19,0,"Saadeghvaziri, Mohamad",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,202,90988,,TBA,,Open,19,0,"Lee, Joyoung",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,203,90989,,TBA,,Open,19,0,"Dimitrijevic, Branislav",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,204,90990,,TBA,,Open,19,0,"Adams, Matthew",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,205,90991,,TBA,,Open,19,0,"Wecharatana, Methi",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,206,90992,,TBA,,Open,19,0,"Bai, Yun",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,210,90993,,TBA,,Open,19,0,"Axe, Lisa",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,211,90994,,TBA,,Open,19,0,"Marhaba, Taha",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,213,90995,,TBA,,Open,19,0,"Chien, I Jy",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,214,90996,,TBA,,Open,19,0,"Ding, Yuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,216,90997,,TBA,,Open,19,0,"Daniel, Janice",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,219,90998,,TBA,,Open,19,0,"Karaa, Fadi",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,350,90999,,TBA,,Open,19,0,"Saigal, Sunil",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE700B,MASTERS PROJECT,882,91000,,TBA,,Open,19,0,"Spasovic, Lazar",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,181,91001,,TBA,,Open,19,0,"Pennock, William",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,182,91002,,TBA,,Open,19,0,"Boufadel, Michel",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,187,91003,,TBA,,Open,19,0,"Kolawole, Oladoyin",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,188,91004,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,189,91005,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,191,91006,,TBA,,Open,19,0,"Hassane Assaad, Rayan",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,192,91007,,TBA,,Open,19,1,"Bandelt, Matthew",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,193,91008,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,194,91009,,TBA,,Open,19,0,"Konon, Walter",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,196,91010,,TBA,,Open,19,0,"Meegoda, Jay",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,197,91011,,TBA,,Open,19,0,"Olenik, Thomas",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,198,91012,,TBA,,Open,19,0,"Zhang, Wen",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,199,91013,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,200,91014,,TBA,,Open,19,0,"Saadeghvaziri, Mohamad",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,202,91015,,TBA,,Open,19,0,"Lee, Joyoung",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,203,91016,,TBA,,Open,19,0,"Dimitrijevic, Branislav",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,204,91017,,TBA,,Open,19,0,"Adams, Matthew",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,205,91018,,TBA,,Open,19,0,"Wecharatana, Methi",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,206,91019,,TBA,,Open,19,0,"Bai, Yun",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,211,91020,,TBA,,Open,19,0,"Marhaba, Taha",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,213,91021,,TBA,,Open,19,0,"Chien, I Jy",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,214,91022,,TBA,,Open,19,0,"Ding, Yuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,216,91023,,TBA,,Open,19,0,"Daniel, Janice",Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,217,91024,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,CE701B,MASTER'S THESIS,218,91025,,TBA,,Open,19,0,"Venkatesan, Arjun",Face-to-Face,3,Book,See department for permission to enroll.
