Term,Course,Title,Section,CRN,Days,Times,Location,Status,Max,Now,Instructor,Delivery Mode,Credits,Info,Comments
202590,EVSC592,GRADUATE WORK EXPERIENCE II,138,93230,,TBA,,Open,19,0,"Shakib, Farnaz",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,141,93231,,TBA,,Open,19,0,"Casado Zapico, Sai",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,142,93232,,TBA,,Open,19,0,"Belfield, Kevin",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,143,93233,,TBA,,Open,19,0,"Li, Mengyan",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,144,93234,,TBA,,Open,19,0,"Zhang, Lijie",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,148,93235,,TBA,,Open,19,0,"Mitra, Somenath",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,151,93236,,TBA,,Open,19,0,"Warner, Genoa",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,152,93237,,TBA,,Open,19,0,"Zhang, Yuanwei",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,156,93238,,TBA,,Open,19,0,"Farinas, Edgardo",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,158,93239,,TBA,,Open,19,0,"Khalizov, Alexei",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,161,93240,,TBA,,Open,19,0,,Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC592,GRADUATE WORK EXPERIENCE II,843,93241,,TBA,,Open,19,0,"Qiu, Zeyuan",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC610,ENVIRONMENTAL CHEMICAL SCIENCE,101,93242,R,6:00 PM - 8:50 PM,TIER 113,Open,15,9,,Face-to-Face,3,Book,
202590,EVSC612,ENVIRONMENTAL ANALYSIS,101,93243,M,6:00 PM - 10:05 PM,TIER 205,Open,15,4,,Face-to-Face,3,Book,
202590,EVSC616,TOXICOLOGY,101,93244,W,6:00 PM - 8:50 PM,FMH 314,Open,25,12,"Warner, Genoa",Face-to-Face,3,Book,
202590,EVSC627,ENVIRONMENTAL MICROBIOLOGY,101,93245,T,6:00 PM - 8:50 PM,FMH 314,Open,25,8,,Face-to-Face,3,Book,
202590,EVSC700B,MASTER'S PROJECT,131,93246,,TBA,,Open,19,0,"Sadik, Omowunmi",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,132,93247,,TBA,,Open,19,0,"Chen, Hao",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,135,93248,,TBA,,Open,19,0,"Champagne, Pier Alexandre",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,136,93249,,TBA,,Open,19,0,"Gund, Tamara",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,137,93250,,TBA,,Open,19,0,"Eberhart, Michael",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,138,93251,,TBA,,Open,19,0,"Shakib, Farnaz",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,141,93252,,TBA,,Open,19,0,"Casado Zapico, Sai",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,142,93253,,TBA,,Open,19,0,"Belfield, Kevin",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,143,93254,,TBA,,Open,19,0,"Li, Mengyan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,144,93255,,TBA,,Open,19,0,"Zhang, Lijie",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,148,93256,,TBA,,Open,19,0,"Mitra, Somenath",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,151,93257,,TBA,,Open,19,0,"Warner, Genoa",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,152,93258,,TBA,,Open,19,0,"Zhang, Yuanwei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,156,93259,,TBA,,Open,19,0,"Farinas, Edgardo",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,158,93260,,TBA,,Open,19,0,"Khalizov, Alexei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,161,93261,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC700B,MASTER'S PROJECT,843,93262,,TBA,,Open,19,0,"Qiu, Zeyuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,131,93263,,TBA,,Open,19,0,"Sadik, Omowunmi",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,132,93264,,TBA,,Open,19,0,"Chen, Hao",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,135,93265,,TBA,,Open,19,0,"Champagne, Pier Alexandre",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,136,93266,,TBA,,Open,19,0,"Gund, Tamara",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,137,93267,,TBA,,Open,19,0,"Eberhart, Michael",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,138,93268,,TBA,,Open,19,0,"Shakib, Farnaz",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,141,93269,,TBA,,Open,19,0,"Casado Zapico, Sai",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,142,93270,,TBA,,Open,19,0,"Belfield, Kevin",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,143,93271,,TBA,,Open,19,0,"Li, Mengyan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,144,93272,,TBA,,Open,19,0,"Zhang, Lijie",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,148,93273,,TBA,,Open,19,0,"Mitra, Somenath",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,151,93274,,TBA,,Open,19,0,"Warner, Genoa",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,152,93275,,TBA,,Open,19,0,"Zhang, Yuanwei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,156,93276,,TBA,,Open,19,0,"Farinas, Edgardo",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,158,93277,,TBA,,Open,19,0,"Khalizov, Alexei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,161,93278,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701B,MASTER'S THESIS,843,93279,,TBA,,Open,19,0,"Qiu, Zeyuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,131,93280,,TBA,,Open,19,0,"Sadik, Omowunmi",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,132,93281,,TBA,,Open,19,0,"Chen, Hao",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,135,93282,,TBA,,Open,19,0,"Champagne, Pier Alexandre",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,136,93283,,TBA,,Open,19,0,"Gund, Tamara",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,137,93284,,TBA,,Open,19,0,"Eberhart, Michael",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,138,93285,,TBA,,Open,19,0,"Shakib, Farnaz",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,141,93286,,TBA,,Open,19,0,"Casado Zapico, Sai",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,142,93287,,TBA,,Open,19,0,"Belfield, Kevin",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,143,93288,,TBA,,Open,19,0,"Li, Mengyan",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,144,93289,,TBA,,Open,19,0,"Zhang, Lijie",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,148,93290,,TBA,,Open,19,0,"Mitra, Somenath",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,151,93291,,TBA,,Open,19,0,"Warner, Genoa",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,152,93292,,TBA,,Open,19,0,"Zhang, Yuanwei",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,156,93293,,TBA,,Open,19,0,"Farinas, Edgardo",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,158,93294,,TBA,,Open,19,0,"Khalizov, Alexei",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,161,93295,,TBA,,Open,19,0,,Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC701C,MASTER'S THESIS,843,93296,,TBA,,Open,19,0,"Qiu, Zeyuan",Face-to-Face,6,Book,See department for permission to enroll.
202590,EVSC712,HAZARDOUS SUBSTANCE MANAGEMENT,101,93297,F,6:00 PM - 8:50 PM,FMH 205,Open,25,3,,Face-to-Face,3,Book,
202590,EVSC725,INDEPENDENT STUDY I,131,93298,,TBA,,Open,19,0,"Sadik, Omowunmi",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,132,93299,,TBA,,Open,19,0,"Chen, Hao",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,135,93300,,TBA,,Open,19,0,"Champagne, Pier Alexandre",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,136,93301,,TBA,,Open,19,0,"Gund, Tamara",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,137,93302,,TBA,,Open,19,0,"Eberhart, Michael",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,138,93303,,TBA,,Open,19,0,"Shakib, Farnaz",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,141,93304,,TBA,,Open,19,0,"Casado Zapico, Sai",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,142,93305,,TBA,,Open,19,0,"Belfield, Kevin",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,143,93306,,TBA,,Open,19,0,"Li, Mengyan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,144,93307,,TBA,,Open,19,0,"Zhang, Lijie",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,148,93308,,TBA,,Open,19,0,"Mitra, Somenath",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,151,93309,,TBA,,Open,19,0,"Warner, Genoa",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,152,93310,,TBA,,Open,19,0,"Zhang, Yuanwei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,156,93311,,TBA,,Open,19,0,"Farinas, Edgardo",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,158,93312,,TBA,,Open,19,0,"Khalizov, Alexei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,161,93313,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC725,INDEPENDENT STUDY I,843,93314,,TBA,,Open,19,0,"Qiu, Zeyuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,131,93315,,TBA,,Open,19,0,"Sadik, Omowunmi",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,132,93316,,TBA,,Open,19,0,"Chen, Hao",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,135,93317,,TBA,,Open,19,0,"Champagne, Pier Alexandre",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,136,93318,,TBA,,Open,19,0,"Gund, Tamara",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,137,93319,,TBA,,Open,19,0,"Eberhart, Michael",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,138,93320,,TBA,,Open,19,0,"Shakib, Farnaz",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,141,93321,,TBA,,Open,19,0,"Casado Zapico, Sai",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,142,93322,,TBA,,Open,19,0,"Belfield, Kevin",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,143,93323,,TBA,,Open,19,0,"Li, Mengyan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,144,93324,,TBA,,Open,19,0,"Zhang, Lijie",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,148,93325,,TBA,,Open,19,0,"Mitra, Somenath",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,151,93326,,TBA,,Open,19,0,"Warner, Genoa",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,152,93327,,TBA,,Open,19,0,"Zhang, Yuanwei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,156,93328,,TBA,,Open,19,0,"Farinas, Edgardo",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,158,93329,,TBA,,Open,19,0,"Khalizov, Alexei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,161,93330,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC726,INDEPENDENT STUDY II,843,93331,,TBA,,Open,19,0,"Qiu, Zeyuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,131,93332,,TBA,,Open,19,0,"Sadik, Omowunmi",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,132,93333,,TBA,,Open,19,0,"Chen, Hao",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,135,93334,,TBA,,Open,19,0,"Champagne, Pier Alexandre",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,136,93335,,TBA,,Open,19,0,"Gund, Tamara",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,137,93336,,TBA,,Open,19,0,"Eberhart, Michael",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,138,93337,,TBA,,Open,19,0,"Shakib, Farnaz",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,141,93338,,TBA,,Open,19,0,"Casado Zapico, Sai",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,142,93339,,TBA,,Open,19,0,"Belfield, Kevin",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,143,93340,,TBA,,Open,19,0,"Li, Mengyan",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,144,93341,,TBA,,Open,19,0,"Zhang, Lijie",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,148,93342,,TBA,,Open,19,0,"Mitra, Somenath",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,151,93343,,TBA,,Open,19,1,"Warner, Genoa",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,152,93344,,TBA,,Open,19,0,"Zhang, Yuanwei",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,156,93345,,TBA,,Open,19,0,"Farinas, Edgardo",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,158,93346,,TBA,,Open,19,0,"Khalizov, Alexei",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,161,93347,,TBA,,Open,19,0,,Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC790A,DOCTORAL DISSERTATION,843,93348,,TBA,,Open,19,0,"Qiu, Zeyuan",Face-to-Face,1,Book,See department for permission to enroll.
202590,EVSC791,ENVIRONMENTAL SCIENCE SEMINAR,001,93349,W,1:00 PM - 2:20 PM,CKB 303,Open,60,3,,Face-to-Face,0,Book,
202590,EVSC792B,PRE,131,93350,,TBA,,Open,19,0,"Sadik, Omowunmi",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,132,93351,,TBA,,Open,19,0,"Chen, Hao",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,135,93352,,TBA,,Open,19,0,"Champagne, Pier Alexandre",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,136,93353,,TBA,,Open,19,0,"Gund, Tamara",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,137,93354,,TBA,,Open,19,0,"Eberhart, Michael",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,138,93355,,TBA,,Open,19,0,"Shakib, Farnaz",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,141,93356,,TBA,,Open,19,0,"Casado Zapico, Sai",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,142,93357,,TBA,,Open,19,0,"Belfield, Kevin",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,143,93358,,TBA,,Open,19,0,"Li, Mengyan",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,144,93359,,TBA,,Open,19,0,"Zhang, Lijie",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,148,93360,,TBA,,Open,19,0,"Mitra, Somenath",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,151,93361,,TBA,,Open,19,0,"Warner, Genoa",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,152,93362,,TBA,,Open,19,0,"Zhang, Yuanwei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,156,93363,,TBA,,Open,19,0,"Farinas, Edgardo",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,158,93364,,TBA,,Open,19,0,"Khalizov, Alexei",Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,161,93365,,TBA,,Open,19,0,,Face-to-Face,3,Book,See department for permission to enroll.
202590,EVSC792B,PRE,843,93366,,TBA,,Open,19,0,"Qiu, Zeyuan",Face-to-Face,3,Book,See department for permission to enroll.
202590,FED101,ECE,N19,93376,M,8:30 AM - 11:20 AM,KUPF 118,Closed,0,0,"Feknous, Mohammed",Face-to-Face,2,Book,
202590,FED101,ECE,N21,93377,F,8:30 AM - 11:20 AM,ECEC 115,Closed,0,0,"Carpinelli, John",Face-to-Face,2,Book,
202590,FED101,ECE,N23,93378,F,8:30 AM - 11:20 AM,ECEC 115,Closed,0,0,"Carpinelli, John",Face-to-Face,2,Book,
202590,FED101,ECE,N25,93379,M,8:30 AM - 11:20 AM,KUPF 118,Closed,0,0,"Feknous, Mohammed",Face-to-Face,2,Book,
202590,FED101,ECE,N27,93380,T,8:30 AM - 11:20 AM,FMH 304,Closed,0,0,"Raj, Ratna",Face-to-Face,2,Book,
202590,FED101,ME,N41,93384,TR,1:00 PM - 2:20 PM,ME 219,Closed,0,0,"Moon, Swapnil",Face-to-Face,2,Book,ME Students Only
202590,FED101,ME,N43,93385,MW,1:00 PM - 2:20 PM,ME 219,Closed,0,0,,Face-to-Face,2,Book,ME Students Only
202590,FED101,ME,N45,93386,MW,11:30 AM - 12:50 PM,ME 219,Closed,0,0,,Face-to-Face,2,Book,ME Students Only
202590,FED101,ME,N47,93387,TF,4:00 PM - 5:20 PM,ME 219,Closed,0,0,,Face-to-Face,2,Book,ME Students Only
202590,FED101,ME,N49,93388,TR,2:30 PM - 3:50 PM,ME 219,Closed,0,0,"Moon, Swapnil",Face-to-Face,2,Book,ME Students Only
202590,FED101,ME,N51,93389,TR,10:00 AM - 11:20 AM,ME 219,Closed,0,0,"Moon, Swapnil",Face-to-Face,2,Book,ME Students Only
202590,FED101,MIE,HM1,93369,TR,1:00 PM - 2:20 PM,ME 219,Closed,0,0,"Moon, Swapnil",Face-to-Face,2,Book,"Honors Course
ME Students Only"
202590,FED101,NCE,N01,93370,"M
F","2:30 PM - 3:50 PM
10:00 AM - 11:20 AM","MALL PC40
KUPF 210",Closed,0,0,"Barak Ventura, Roni",Face-to-Face,2,Book,"BME, CHE, CE, GEN, IE, MTEN majors only"
202590,FED101,NCE,N03,93371,"T
F","4:00 PM - 5:20 PM
10:00 AM - 11:20 AM","MALL PC36
KUPF 210",Closed,0,0,"Barak Ventura, Roni",Face-to-Face,2,Book,"BME, CHE, CE, GEN, IE, MTEN majors only"
202590,FED101,NCE,N05,93372,"T
F","10:00 AM - 11:20 AM
10:00 AM - 11:20 AM","MALL PC36
KUPF 210",Closed,0,0,"Barak Ventura, Roni",Face-to-Face,2,Book,"BME, CHE, CE, GEN, IE, MTEN majors only"
202590,FED101,NCE,N07,93373,"T
R","4:00 PM - 5:20 PM
11:30 AM - 12:50 PM","KUPF 210
MALL PC36",Closed,0,0,"Tchouassi, Lucie",Face-to-Face,2,Book,"BME, CHE, CE, GEN, IE, MTEN majors only"
202590,FED101,NCE,N09,93374,"T
R","4:00 PM - 5:20 PM
4:00 PM - 5:20 PM","KUPF 210
MALL PC39",Closed,0,0,"Tchouassi, Lucie",Face-to-Face,2,Book,"BME, CHE, CE, GEN, IE, MTEN majors only"
